# Matmul step log
# Date: 2025-07-09T08:34:57.058166
# GPU: NVIDIA GeForce RTX 4090
# Seed: 42, Size: 1024, Dtype: torch.float16
# Calculating C[0, 0] step by step on the GPU
# step,a,b,product,accumulator
1,0.1939697265625,-0.5185546875,-0.1005859375,-0.1005859375
2,2.162109375,-0.8037109375,-1.7373046875,-1.837890625
3,-0.1719970703125,-0.6513671875,0.112060546875,-1.7255859375
4,0.84912109375,-0.4365234375,-0.37060546875,-2.095703125
5,-1.9248046875,-0.4716796875,0.90771484375,-1.1875
6,0.65283203125,-1.3173828125,-0.85986328125,-2.046875
7,-0.6494140625,0.449462890625,-0.2919921875,-2.33984375
8,-0.8173828125,-0.75927734375,0.62060546875,-1.71875
9,0.52783203125,1.390625,0.73388671875,-0.98486328125
10,-1.275390625,0.34326171875,-0.437744140625,-1.4228515625
11,-1.662109375,0.830078125,-1.3798828125,-2.802734375
12,-0.30322265625,-0.74169921875,0.224853515625,-2.578125
13,-0.09259033203125,1.34375,-0.1243896484375,-2.703125
14,0.19921875,0.91455078125,0.1822509765625,-2.521484375
15,-1.1201171875,1.23828125,-1.38671875,-3.908203125
16,1.857421875,0.8974609375,1.6669921875,-2.2421875
17,-0.71435546875,0.099853515625,-0.07135009765625,-2.314453125
18,0.68798828125,-1.3818359375,-0.95068359375,-3.265625
19,0.796875,2.16796875,1.7275390625,-1.5380859375
20,-0.033416748046875,0.54638671875,-0.0182647705078125,-1.556640625
21,1.4921875,-1.0908203125,-1.6279296875,-3.18359375
22,-0.5166015625,-0.75634765625,0.390625,-2.79296875
23,-0.254150390625,0.33349609375,-0.08477783203125,-2.876953125
24,1.474609375,1.251953125,1.845703125,-1.03125
25,-0.325927734375,-1.44140625,0.4697265625,-0.5615234375
26,-1.16015625,-0.26123046875,0.302978515625,-0.258544921875
27,2.35546875,0.2457275390625,0.57861328125,0.320068359375
28,-0.6923828125,0.8486328125,-0.58740234375,-0.267333984375
29,0.1837158203125,-2.46875,-0.45361328125,-0.720703125
30,-1.18359375,0.5166015625,-0.611328125,-1.33203125
31,-1.802734375,0.51708984375,-0.93212890625,-2.263671875
32,-1.5810546875,0.78564453125,-1.2421875,-3.505859375
33,0.8388671875,0.1429443359375,0.11993408203125,-3.38671875
34,1.4189453125,0.62841796875,0.8916015625,-2.49609375
35,0.64697265625,-0.04296875,-0.027801513671875,-2.5234375
36,0.42529296875,0.65576171875,0.27880859375,-2.244140625
37,-1.5888671875,2.14453125,-3.408203125,-5.65234375
38,0.62255859375,-0.439453125,-0.273681640625,-5.92578125
39,1.689453125,-0.52685546875,-0.89013671875,-6.81640625
40,-0.6650390625,-0.6357421875,0.4228515625,-6.39453125
41,0.9423828125,1.3544921875,1.2763671875,-5.1171875
42,0.07830810546875,0.63671875,0.04986572265625,-5.06640625
43,0.08465576171875,1.66796875,0.1412353515625,-4.92578125
44,-0.140869140625,-0.8408203125,0.11846923828125,-4.80859375
45,0.33154296875,0.6572265625,0.2178955078125,-4.58984375
46,-0.5888671875,2.419921875,-1.4248046875,-6.015625
47,-1.072265625,0.08795166015625,-0.09429931640625,-6.109375
48,0.09539794921875,-0.1275634765625,-0.01216888427734375,-6.12109375
49,-0.334716796875,0.1702880859375,-0.0570068359375,-6.1796875
50,-0.52587890625,-0.212158203125,0.111572265625,-6.06640625
51,-0.87744140625,-0.77392578125,0.67919921875,-5.38671875
52,0.393798828125,0.90283203125,0.35546875,-5.03125
53,0.1639404296875,0.48974609375,0.08026123046875,-4.94921875
54,-0.1976318359375,-1.640625,0.32421875,-4.625
55,1.0107421875,2.10546875,2.12890625,-2.49609375
56,-1.3486328125,-0.68115234375,0.91845703125,-1.578125
57,-0.349853515625,-0.49365234375,0.1727294921875,-1.4052734375
58,-0.64404296875,0.85791015625,-0.552734375,-1.9580078125
59,0.44677734375,0.83154296875,0.37158203125,-1.5859375
60,-0.537109375,-0.482666015625,0.25927734375,-1.326171875
61,1.2421875,0.58935546875,0.73193359375,-0.59423828125
62,-0.814453125,0.0311431884765625,-0.025360107421875,-0.61962890625
63,0.250244140625,-1.6005859375,-0.400634765625,-1.0205078125
64,-0.42724609375,-1.2900390625,0.55126953125,-0.46923828125
65,1.1044921875,2.109375,2.330078125,1.861328125
66,-1.1025390625,0.94384765625,-1.041015625,0.8203125
67,0.55419921875,-0.76611328125,-0.424560546875,0.395751953125
68,-1.2841796875,1.0244140625,-1.3154296875,-0.919921875
69,-0.381591796875,-0.2666015625,0.10174560546875,-0.818359375
70,0.51416015625,-0.79638671875,-0.409423828125,-1.2275390625
71,0.1002197265625,0.42919921875,0.042999267578125,-1.1845703125
72,0.258544921875,-0.16162109375,-0.041778564453125,-1.2265625
73,0.361572265625,1.6396484375,0.5927734375,-0.6337890625
74,2.279296875,0.265625,0.60546875,-0.0283203125
75,0.023345947265625,-0.521484375,-0.012176513671875,-0.040496826171875
76,1.5830078125,0.46533203125,0.73681640625,0.6962890625
77,-1.1591796875,-0.2890625,0.3349609375,1.03125
78,0.9482421875,0.277099609375,0.2626953125,1.2939453125
79,-0.457275390625,1.0966796875,-0.50146484375,0.79248046875
80,0.7607421875,0.325439453125,0.24755859375,1.0400390625
81,-0.57861328125,-0.48828125,0.282470703125,1.322265625
82,-0.705078125,-0.2705078125,0.190673828125,1.5126953125
83,-0.72314453125,0.70654296875,-0.5107421875,1.001953125
84,-0.5068359375,1.4765625,-0.74853515625,0.25341796875
85,-0.43994140625,0.311279296875,-0.136962890625,0.116455078125
86,-0.418212890625,-0.1640625,0.068603515625,0.18505859375
87,0.1741943359375,-0.2283935546875,-0.039794921875,0.145263671875
88,0.442626953125,0.77001953125,0.3408203125,0.486083984375
89,0.5068359375,0.775390625,0.39306640625,0.87890625
90,-1.216796875,1.953125,-2.376953125,-1.498046875
91,-0.27197265625,-0.1119384765625,0.0304412841796875,-1.4677734375
92,0.276611328125,0.30908203125,0.08551025390625,-1.3818359375
93,-1.439453125,-0.533203125,0.767578125,-0.6142578125
94,-0.646484375,0.126708984375,-0.0819091796875,-0.6962890625
95,0.07489013671875,0.27587890625,0.020660400390625,-0.67578125
96,0.19384765625,1.4453125,0.2802734375,-0.3955078125
97,0.59619140625,-0.400390625,-0.23876953125,-0.63427734375
98,0.232177734375,0.96142578125,0.2232666015625,-0.4111328125
99,1.1416015625,-0.326904296875,-0.373291015625,-0.7841796875
100,-0.681640625,1.8232421875,-1.2431640625,-2.02734375
101,-1.6533203125,-0.6689453125,1.1064453125,-0.9208984375
102,0.00603485107421875,-0.275634765625,-0.0016632080078125,-0.92236328125
103,1.3818359375,0.462646484375,0.63916015625,-0.283203125
104,1.2705078125,0.55859375,0.70947265625,0.42626953125
105,0.0232391357421875,0.54736328125,0.01271820068359375,0.43896484375
106,-1.2998046875,0.313720703125,-0.40771484375,0.03125
107,-0.7509765625,0.1602783203125,-0.120361328125,-0.089111328125
108,0.375732421875,-0.3544921875,-0.1331787109375,-0.2222900390625
109,-0.54736328125,0.24267578125,-0.1328125,-0.35498046875
110,-0.039642333984375,0.3154296875,-0.01250457763671875,-0.367431640625
111,-0.77783203125,-0.4765625,0.37060546875,0.003173828125
112,-2.501953125,1.099609375,-2.751953125,-2.748046875
113,0.7001953125,0.13720703125,0.0960693359375,-2.65234375
114,-0.09375,-0.315185546875,0.029541015625,-2.623046875
115,-0.21630859375,1.23046875,-0.26611328125,-2.888671875
116,0.448486328125,0.149658203125,0.067138671875,-2.822265625
117,-0.315185546875,-0.91259765625,0.28759765625,-2.53515625
118,0.021636962890625,1.05078125,0.022735595703125,-2.51171875
119,0.62548828125,0.159912109375,0.10003662109375,-2.412109375
120,0.24658203125,0.005138397216796875,0.0012674331665039062,-2.41015625
121,0.74853515625,0.57470703125,0.43017578125,-1.98046875
122,-0.116943359375,-0.298095703125,0.03485107421875,-1.9453125
123,-0.1021728515625,0.68115234375,-0.069580078125,-2.015625
124,-0.5009765625,1.4443359375,-0.7236328125,-2.73828125
125,-0.5048828125,-0.423583984375,0.2138671875,-2.5234375
126,-1.20703125,0.091064453125,-0.10992431640625,-2.6328125
127,-0.2437744140625,0.572265625,-0.1395263671875,-2.771484375
128,-0.67822265625,0.76025390625,-0.515625,-3.287109375
